PERIMETER,MAJOR_AXIS,MINOR_AXIS,ECCENTRICITY,EQDIASQ,SOLIDITY,CONVEX_AREA,EXTENT,ASPECT_RATIO,ROUNDNESS,COMPACTNESS,SHAPEFACTOR_1,SHAPEFACTOR_2,SHAPEFACTOR_3,SHAPEFACTOR_4,MeanRR,MeanRG,MeanRB,StdDevRR,StdDevRG,StdDevRB,SkewRR,SkewRG,SkewRB,KurtosisRR,KurtosisRG,KurtosisRB,EntropyRR,EntropyRG,EntropyRB,ALLdaub4RR,ALLdaub4RG,ALLdaub4RB
2521.8469,870.0806,647.3481,0.6682,744.2197,0.9744,446419,0.7493,1.3441,0.8595,0.8553,0.002,0.0015,0.7316,0.9833,114.3483,106.6559,120.4694,29.0667,27.0815,30.727,-0.2827,-0.0134,-0.1293,2.6217,2.9899,2.688,-58470072320.0,-50139758592,-65643614208,57.1736,53.3286,60.2344
1356.411,507.2314,318.8602,0.7777,400.7526,0.9857,127966,0.785,1.5908,0.8615,0.7901,0.004,0.0025,0.6242,0.993,135.8965,137.6824,122.6962,33.4921,30.3621,29.7397,-1.0604,-1.1007,-0.662,3.6246,4.1726,3.4069,-24667023360.0,-25022298112,-19657609216,67.9362,68.8379,61.3471
2241.5271,822.7707,541.0915,0.7533,664.5109,0.9836,352609,0.7827,1.5206,0.8674,0.8077,0.0024,0.0016,0.6523,0.9919,45.9449,53.242,59.5133,18.7615,18.8781,16.1328,2.1651,2.4096,0.6789,11.6669,11.7971,4.6748,-6952758272.0,-9219633152,-11053977600,22.9718,26.6223,29.7571
2259.6599,888.6778,471.2458,0.8478,644.9257,0.9694,336982,0.7335,1.8858,0.804,0.7257,0.0027,0.0014,0.5267,0.9932,46.756,56.1666,62.0814,27.4434,24.4548,21.6518,1.7726,1.7595,0.4805,7.8033,7.6242,3.5321,-8226626048.0,-10530640896,-12127256576,23.3807,28.084,31.0418
2404.842,953.9807,498.8006,0.8524,686.9791,0.9802,378137,0.8009,1.9125,0.8054,0.7201,0.0026,0.0013,0.5186,0.9918,56.7692,61.3104,67.7697,23.6746,21.6822,23.6554,0.415,1.2826,0.6025,3.4422,6.8804,3.4942,-11957380096.0,-13461885952,-16742553600,28.3843,30.6554,33.8848
1982.204,760.303,464.9061,0.7913,582.6874,0.9669,275780,0.7299,1.6354,0.8529,0.7664,0.0029,0.0017,0.5874,0.9605,126.1254,108.8672,109.0322,33.1646,30.2233,26.0964,-0.1378,0.3298,0.1349,2.7342,2.4638,3.0076,-44738908160.0,-32669351936,-31993552896,63.0632,54.4348,54.5173
2412.8311,841.7765,609.9025,0.6892,715.0657,0.9775,410843,0.7619,1.3802,0.8668,0.8495,0.0021,0.0015,0.7216,0.9959,43.5655,48.9218,55.0538,23.3863,21.7001,17.6454,2.6425,2.4648,0.9299,12.6614,10.8064,5.7335,-8203492352.0,-9613828096,-11150855168,21.7816,24.4608,27.5261
1773.947,622.0897,477.5462,0.6409,544.4836,0.9935,234357,0.7671,1.3027,0.9298,0.8752,0.0027,0.0021,0.7661,0.9979,135.2503,130.3835,127.9191,36.9885,31.8359,33.9523,-1.0349,-0.8655,-0.8101,3.4213,3.0476,2.7413,-45804568576.0,-41521836032,-40328445952,67.6236,65.1925,63.9606
2426.52,824.3616,645.8687,0.6214,725.2591,0.9823,420557,0.7068,1.2764,0.8817,0.8798,0.002,0.0016,0.774,0.9879,110.7055,107.2043,108.6719,30.0942,29.0602,27.7497,-0.4104,-0.3535,-0.5322,2.3684,2.6735,3.3282,-52266352640.0,-48664031232,-49641111552,55.3538,53.6024,54.3367
1265.715,452.304,327.0038,0.6909,384.4413,0.9907,117168,0.7919,1.3832,0.9105,0.85,0.0039,0.0028,0.7224,0.9993,102.6787,91.7938,97.1706,31.6562,26.2398,30.9115,-0.3334,0.1243,-0.05,2.472,2.9314,2.3204,-12749470720.0,-9801904128,-11373991936,51.3459,45.9033,48.5902
2366.7019,817.0651,652.5554,0.6018,727.0274,0.992,418470,0.7405,1.2521,0.9314,0.8898,0.002,0.0016,0.7918,0.9914,116.3587,107.3296,110.1983,27.7825,25.1812,25.1203,-0.2543,0.0423,-0.0153,2.6178,2.6351,2.6754,-57459290112.0,-47969484800,-50653962240,58.1796,53.666,55.0999
2564.9961,931.986,495.4669,0.847,676.3661,0.9623,373376,0.6038,1.881,0.6863,0.7257,0.0026,0.0014,0.5267,0.9907,55.1644,61.2935,74.6469,19.0597,23.1346,20.0709,1.3895,2.1806,0.2147,8.0568,10.3894,4.3419,-10234776576.0,-13345133568,-18949410816,27.5826,30.6486,37.3245
2367.498,825.6102,585.3541,0.7052,692.0948,0.9804,383706,0.7785,1.4104,0.8434,0.8383,0.0022,0.0016,0.7027,0.9911,123.9227,113.725,108.2752,25.8912,22.736,24.8365,-0.4421,-0.2912,-0.0388,2.9548,3.8246,3.8238,-58854727680.0,-48476684288,-44183605248,61.9604,56.8622,54.1367
2256.375,828.0157,536.2778,0.7619,663.6731,0.9843,351450,0.7086,1.544,0.8539,0.8015,0.0024,0.0016,0.6424,0.9919,137.0499,131.3585,112.4705,31.4497,27.6385,23.1905,-0.6399,-0.387,0.2946,3.2694,3.3178,3.5133,-68289781760.0,-61583650816,-43651293184,68.5252,65.6814,56.237
2355.0471,884.1443,429.3063,0.8742,614.0716,0.9748,303819,0.5865,2.0595,0.671,0.6945,0.003,0.0014,0.4824,0.9935,44.9818,57.9147,66.7196,25.0886,21.4975,19.9875,2.604,2.1247,0.8092,12.2034,9.3964,4.116,-6656111104.0,-9638036480,-12437501952,22.4944,28.9605,33.3634
1393.309,518.6189,335.3107,0.7629,416.3689,0.9861,138084,0.7806,1.5467,0.8814,0.8028,0.0038,0.0025,0.6446,0.9969,134.3338,136.4624,126.5629,33.1957,25.9266,27.7518,-1.1731,-0.9182,-0.5872,3.6602,3.072,2.4775,-25964941312.0,-26091556864,-22433945600,67.1659,68.2293,63.28
2337.2439,813.8591,643.9749,0.6115,723.6791,0.9954,413219,0.7989,1.2638,0.9462,0.8892,0.002,0.0016,0.7907,0.9992,69.9468,81.4096,78.6184,25.5426,26.1543,28.1507,1.1582,1.5723,1.5042,8.6347,8.2747,7.9448,-20223954944.0,-27373715456,-26095126528,34.9729,40.7045,39.3086
2233.978,755.8359,649.9842,0.5104,699.6924,0.9964,385881,0.752,1.1629,0.9682,0.9257,0.002,0.0017,0.857,0.9965,73.6073,80.125,70.5514,28.9431,29.0901,30.4619,1.3595,1.3961,1.6655,6.2879,6.2378,8.0298,-21725638656.0,-25549766656,-20514621440,36.8009,40.0605,35.2734
2481.958,917.0978,521.7222,0.8224,687.0032,0.9757,379925,0.7643,1.7578,0.7562,0.7491,0.0025,0.0014,0.5612,0.9864,61.8267,67.6422,79.9582,22.4018,20.5606,18.3005,1.6583,1.5805,-0.123,9.8677,8.1366,4.8484,-13828039680.0,-16122037248,-22220531712,30.9172,33.8245,39.9825
1524.178,572.8527,353.2698,0.7872,448.6581,0.9898,159732,0.7927,1.6216,0.8552,0.7832,0.0036,0.0022,0.6134,0.9947,131.011,126.9325,123.286,31.5014,27.8971,29.4054,-0.7751,-0.3663,-0.276,3.2905,2.662,2.5694,-28433750016.0,-26227253248,-24855111680,65.5095,63.4692,61.6467
2160.354,763.9877,582.8359,0.6465,665.2291,0.9908,350797,0.7569,1.3108,0.9358,0.8707,0.0022,0.0017,0.7582,0.9938,105.5484,101.8132,85.3342,30.3205,25.0291,27.1741,-0.3552,0.2101,0.8865,2.7016,2.9761,4.4146,-39980974080.0,-35980042240,-25593278464,52.7743,50.908,42.6666
2159.3999,831.4197,466.0862,0.8281,617.5317,0.9714,308330,0.7548,1.7838,0.8071,0.7427,0.0028,0.0016,0.5517,0.9841,43.3731,53.1238,57.127,18.0668,18.6397,17.987,0.3873,2.3998,0.9086,3.2238,13.4734,5.0416,-5281233408.0,-7895278592,-8995084288,21.6859,26.5615,28.5634
2652.927,998.5767,442.5258,0.8964,658.4158,0.9432,360967,0.5123,2.2565,0.6079,0.6594,0.0029,0.0013,0.4347,0.981,76.6685,73.4529,82.5525,27.655,23.127,25.5668,0.5439,0.9714,-0.1194,4.9687,5.2824,2.7441,-20420972544.0,-17921497088,-23097014272,38.3343,36.728,41.277
2183.8789,899.807,391.8441,0.9002,588.4949,0.9647,281945,0.8275,2.2963,0.7167,0.654,0.0033,0.0014,0.4277,0.9823,63.5463,65.2283,83.4892,23.4035,24.6105,27.7791,0.0961,0.7948,0.017,2.7891,4.7009,2.1672,-10798853120.0,-11559923712,-19257657344,31.771,32.6126,41.7418
2297.5901,813.4385,573.2492,0.7095,681.3458,0.9806,371829,0.7628,1.419,0.8679,0.8376,0.0022,0.0016,0.7016,0.9956,39.6864,48.9473,55.2506,13.8354,14.8176,14.5022,0.4862,2.8059,0.9805,7.0273,19.3784,8.2148,-4952520192.0,-7691911680,-9783527424,19.8443,24.4745,27.6256
2342.3311,826.6586,603.5352,0.6834,703.8265,0.9913,392486,0.7232,1.3697,0.8911,0.8514,0.0021,0.0016,0.7249,0.9929,147.4465,137.1866,130.4959,27.8069,21.3761,19.4197,-0.8239,-0.4508,-0.04,3.8873,3.5838,3.4938,-88341217280.0,-74342629376,-66415575040,73.7252,68.5933,65.2494
2316.8181,844.9014,503.534,0.803,649.2986,0.9495,348728,0.691,1.6779,0.7752,0.7685,0.0026,0.0015,0.5906,0.991,50.9019,56.7915,69.6704,24.633,23.9908,24.386,1.732,1.4942,0.2439,8.685,7.245,2.8352,-8995615744.0,-10791794688,-15904020480,25.4496,28.394,34.8344
2157.9819,886.1564,400.3563,0.8921,592.6548,0.9792,281736,0.8018,2.2134,0.7444,0.6688,0.0032,0.0015,0.4473,0.99,56.6472,61.6551,74.85,20.0275,21.8225,23.1819,0.1337,1.5655,0.1549,3.1103,8.4591,3.1739,-8368459264.0,-10153965568,-15060761600,28.3208,30.8281,37.4247
1868.936,686.7975,455.5268,0.7484,558.5522,0.9857,248578,0.7605,1.5077,0.8815,0.8133,0.0028,0.0019,0.6614,0.9972,118.5224,112.7491,113.3811,38.7819,41.3421,34.6836,0.051,0.242,-0.1288,2.1451,1.9119,1.9723,-37486510080.0,-34657673216,-33458407424,59.2578,56.3728,56.6879
2357.595,904.4373,520.1105,0.8181,683.8871,0.9868,372244,0.8023,1.7389,0.8305,0.7561,0.0025,0.0014,0.5718,0.9942,43.0698,49.336,62.0708,18.1445,20.401,19.341,2.2459,2.8092,1.1568,13.5272,14.9626,6.3672,-6449855488.0,-8703578112,-13254550528,21.5329,24.6666,31.0335
2455.8789,846.9769,626.7124,0.6727,722.3345,0.9774,419259,0.6941,1.3515,0.8538,0.8528,0.0021,0.0015,0.7273,0.983,120.9444,114.1704,102.7819,34.4276,28.9673,27.6458,-0.68,-0.4372,-0.0515,2.626,2.6896,2.5632,-63523319808.0,-54866644992,-43938672640,60.4733,57.0868,51.392
2454.5291,901.2678,637.0666,0.7074,756.238,0.9942,451774,0.7311,1.4147,0.9369,0.8391,0.002,0.0014,0.7041,0.996,64.6941,72.831,68.1368,22.7486,23.2108,24.2898,1.1114,2.2418,2.0625,9.7372,12.5915,11.6959,-18343714816.0,-23316226048,-20728045568,32.3476,36.4171,34.0692
2186.3491,785.2363,545.4142,0.7194,652.2715,0.985,339252,0.7517,1.4397,0.8785,0.8307,0.0023,0.0016,0.69,0.9934,134.2504,123.1219,115.8289,27.3679,25.5278,28.8914,-0.6271,-0.212,0.0374,3.1687,3.3041,3.004,-62192107520.0,-51499266048,-46089056256,67.1236,61.5623,57.9146
2362.936,831.4949,658.4715,0.6106,739.2416,0.9971,430464,0.7487,1.2628,0.966,0.8891,0.0019,0.0015,0.7904,0.9981,80.8682,81.3765,85.5402,20.9225,20.6097,27.9409,-0.7113,0.3724,0.6058,3.892,4.6949,4.1859,-26841032704.0,-27160780800,-31955101696,40.4367,40.6902,42.7718
2187.4561,791.2161,563.1738,0.7024,665.3553,0.9898,351288,0.74,1.4049,0.9131,0.8409,0.0023,0.0016,0.7072,0.9935,91.4126,98.5578,94.5405,24.6937,22.4851,24.8803,-0.3446,-0.0349,0.1471,2.8234,2.8912,3.6091,-28767764480.0,-33144877056,-30875068416,45.7047,49.2782,47.2682
1581.353,611.1715,369.9803,0.7959,462.6712,0.9631,174568,0.7604,1.6519,0.8449,0.757,0.0036,0.0022,0.5731,0.9467,146.9061,142.7693,121.4654,38.6587,33.8851,29.1743,-0.6238,-0.4378,-0.0771,2.3763,2.0408,2.207,-39435071488.0,-36480671744,-25608919040,73.4496,71.3864,60.7363
1695.782,636.7207,398.5815,0.7798,502.6166,0.9875,200919,0.7634,1.5975,0.867,0.7894,0.0032,0.002,0.6231,0.9954,111.7733,103.0843,105.3398,35.1355,27.3357,27.0205,-0.9355,-0.7488,-0.6552,2.6875,2.6843,2.464,-26364725248.0,-21340944384,-22269919232,55.8844,51.5421,52.6687
2315.978,863.4825,583.743,0.7369,709.0487,0.9969,396085,0.7776,1.4792,0.9251,0.8212,0.0022,0.0015,0.6743,0.9974,104.8062,96.919,93.0346,27.1217,21.8502,25.3584,-0.389,0.2085,0.5615,2.7184,3.4655,4.7545,-43898953728.0,-36220506112,-34062194688,52.4019,48.4587,46.5162
2134.1521,842.0992,431.0886,0.859,600.3741,0.9777,289539,0.7131,1.9534,0.7811,0.7129,0.003,0.0015,0.5083,0.9929,45.7506,52.153,61.2221,28.3332,26.6636,19.4998,2.7177,2.4999,1.1791,11.8506,10.0355,6.1038,-7113075200.0,-8404063232,-9958931456,22.8754,26.0772,30.6113
1488.0179,568.9197,342.9484,0.7979,441.1631,0.9905,154319,0.7428,1.6589,0.8675,0.7754,0.0037,0.0022,0.6013,0.9975,132.7679,133.1531,109.2124,27.3917,21.3134,24.2073,-1.3334,-0.7725,-0.1043,4.9389,3.9493,2.513,-27783301120.0,-27393744896,-18219714560,66.3831,66.5772,54.6087
2409.512,795.9382,578.1101,0.6874,672.103,0.966,367255,0.7259,1.3768,0.7679,0.8444,0.0022,0.0016,0.713,0.9817,129.8796,117.2839,121.3252,25.4743,22.3457,24.0239,-0.5671,-0.1251,-0.2906,3.3585,3.3088,3.6793,-61159112704.0,-48717725696,-52684435456,64.937,58.6428,60.6601
2150.8059,713.5856,628.6521,0.4732,667.1116,0.99,353065,0.7606,1.1351,0.9495,0.9349,0.002,0.0018,0.874,0.9921,62.6455,74.739,72.5458,20.9476,21.6689,23.7991,0.6543,1.6614,1.4242,4.3518,7.7933,6.5822,-13092105216.0,-18793998336,-18097070080,31.3225,37.3714,36.2739
1468.194,570.3056,335.8156,0.8083,436.5034,0.9912,150969,0.7818,1.6983,0.8724,0.7654,0.0038,0.0022,0.5858,0.9949,141.4013,144.9038,125.9421,35.062,26.8986,28.4307,-1.0,-0.688,-0.3366,3.3721,2.971,2.4352,-31966009344.0,-32661825536,-24480458752,70.7018,72.4538,62.9747
2407.5581,845.6929,644.9402,0.6468,735.6591,0.9951,427146,0.7124,1.3113,0.9215,0.8699,0.002,0.0015,0.7567,0.9922,89.1797,86.2948,81.7605,31.0263,27.5292,31.1622,0.171,0.8355,0.8767,4.2271,5.7457,5.3228,-35248930816.0,-32091660288,-29951537152,44.5914,43.1506,40.8816
2226.217,852.117,495.9751,0.8132,648.8543,0.9801,337365,0.6636,1.7181,0.8384,0.7615,0.0026,0.0015,0.5798,0.9962,43.1261,49.9916,61.0303,17.1966,21.7289,22.9741,0.3389,2.0505,0.4318,3.5027,11.4502,3.2484,-5660197888.0,-8215779840,-12093665280,21.5636,24.9978,30.516
2453.7939,846.2984,678.1676,0.5982,754.7921,0.995,449709,0.7173,1.2479,0.9339,0.8919,0.0019,0.0015,0.7954,0.9926,82.9761,82.6642,71.3471,21.8175,18.913,23.4874,0.2888,1.4881,1.2237,3.3512,7.7204,5.9927,-29749710848.0,-28919003136,-22333794304,41.489,41.3341,35.6762
2217.8301,802.2562,542.3231,0.7369,652.5018,0.9861,339100,0.6706,1.4793,0.8543,0.8133,0.0024,0.0016,0.6615,0.9786,130.3753,125.6955,118.9327,27.3517,23.9989,22.1924,-0.5916,-0.3212,-0.797,3.2868,3.3315,4.4544,-58524819456.0,-53503516672,-47251345408,65.1918,62.8498,59.4702
2229.2061,774.3602,594.9182,0.6401,677.2202,0.9871,364920,0.7871,1.3016,0.9109,0.8746,0.0021,0.0017,0.7648,0.9955,118.7571,107.025,105.7078,26.967,28.769,31.8558,-0.0233,0.3332,0.0514,2.6702,2.8794,2.5905,-51817132032.0,-42251464704,-42011250688,59.3789,53.5116,52.8532
1909.678,738.9279,438.0078,0.8054,567.5085,0.9929,254759,0.713,1.687,0.8716,0.768,0.0029,0.0017,0.5898,0.9951,118.4135,100.2162,103.4286,32.0245,28.8399,22.6015,-0.3213,0.2341,-0.1755,2.6045,2.1199,3.0721,-37096386560.0,-25982603264,-26684616704,59.2035,50.111,51.7149
2447.7371,890.0155,635.1306,0.7005,748.1843,0.9926,442920,0.7633,1.4013,0.9221,0.8406,0.002,0.0014,0.7067,0.9903,100.506,99.6946,95.2381,30.7895,23.8822,29.3646,0.5674,1.5439,1.6777,4.0996,8.0819,8.677,-46067900416.0,-43327778816,-41025200128,50.2533,49.8476,47.6192
2426.729,843.814,633.7881,0.6602,727.5754,0.9838,422611,0.7575,1.3314,0.8872,0.8622,0.002,0.0015,0.7435,0.9898,120.8999,109.8334,110.3703,31.5593,27.6931,28.7437,-0.2748,-0.0465,-0.0793,2.6078,2.8336,2.9251,-63458455552.0,-51075272704,-51891920896,60.4511,54.9185,55.1863
1979.91,765.7112,444.7476,0.814,582.2601,0.9917,268512,0.654,1.7217,0.8536,0.7604,0.0029,0.0017,0.5782,0.9955,35.7135,48.7046,63.5592,14.384,18.3537,20.3778,0.492,2.2612,0.2226,4.4464,14.1668,3.1325,-2989908224.0,-5908135936,-10182017024,17.8575,24.3544,31.7812
1826.406,675.8557,453.7003,0.7412,520.5865,0.8987,236831,0.6544,1.4897,0.8018,0.7703,0.0032,0.0021,0.5933,0.8838,122.7249,122.9527,111.2461,41.4672,41.9409,33.3068,-0.3506,-0.401,-0.4648,1.8429,1.9293,2.3172,-35414614016.0,-35642032128,-27724906496,61.3593,61.4745,55.6209
1812.683,650.1162,437.5476,0.7396,531.9359,0.9779,227247,0.7169,1.4858,0.8499,0.8182,0.0029,0.002,0.6695,0.9947,90.9213,82.8562,87.601,31.2388,28.9734,33.2055,-0.0803,0.4342,0.1805,2.3912,2.936,2.3248,-19162071040.0,-15694624768,-18181138432,45.4597,41.4274,43.8017
2327.3159,808.626,603.513,0.6656,695.3077,0.9815,386849,0.7885,1.3399,0.8809,0.8599,0.0021,0.0016,0.7394,0.9906,131.111,124.9817,114.8364,28.194,25.0868,29.4282,-0.8154,-0.6143,-0.4954,3.4431,3.624,3.1232,-67456614400.0,-60271841280,-51568693248,65.5561,62.4925,57.4187
2580.3069,913.3773,702.0745,0.6397,798.4182,0.9948,503290,0.7571,1.301,0.945,0.8741,0.0018,0.0014,0.7641,0.9941,92.6164,83.3659,80.8303,23.6541,21.1765,30.9812,0.0466,1.2064,1.2724,4.0502,6.2261,5.9918,-42263990272.0,-33475536896,-34506137600,46.3075,41.6845,40.4161
2514.2429,895.3616,669.6182,0.6638,771.1809,0.9946,469638,0.8036,1.3371,0.9285,0.8613,0.0019,0.0014,0.7418,0.9919,116.698,111.3074,102.0873,27.5854,21.492,28.8131,-0.3528,0.719,1.3183,3.8104,5.5369,6.9144,-64968630272.0,-57233813504,-49857560576,58.3478,55.6551,51.0455
1695.764,641.0919,380.346,0.805,493.3521,0.9865,193780,0.7496,1.6855,0.8354,0.7695,0.0034,0.002,0.5922,0.9982,125.9962,117.1444,111.4114,35.726,35.1489,28.9769,-0.7478,-0.4542,-0.4212,2.5885,2.0577,2.1601,-32400574464.0,-27919822848,-24345606144,62.9985,58.5725,55.7066
2412.625,845.353,645.3922,0.6459,737.0493,0.9891,431346,0.783,1.3098,0.9211,0.8719,0.002,0.0015,0.7602,0.9957,106.7112,106.5358,102.9901,27.6101,17.5812,25.2811,-0.5655,0.7544,0.6838,3.3343,6.1684,5.1464,-49347264512.0,-46849757184,-45315260416,53.3538,53.2682,51.4952
2441.991,852.2258,570.3242,0.7431,689.3159,0.9681,385468,0.708,1.4943,0.7864,0.8088,0.0023,0.0015,0.6542,0.9776,128.4195,120.9444,116.448,35.2372,33.0864,33.7272,-0.4741,-0.329,-0.3236,2.6318,2.4507,2.4652,-65594073088.0,-57460002816,-53419327488,64.2124,60.4724,58.2258
2532.502,908.7795,672.8215,0.6722,780.8099,0.9943,481557,0.7787,1.3507,0.9382,0.8592,0.0019,0.0014,0.7382,0.9971,81.0485,83.53,85.0157,23.2542,22.3356,27.6468,0.0476,0.8746,0.5486,2.6764,5.0858,3.3469,-30693664768.0,-32424337408,-35127767040,40.5232,41.7645,42.5075
1446.12,553.8131,332.1207,0.8002,427.6959,0.9889,145285,0.6735,1.6675,0.8633,0.7723,0.0039,0.0023,0.5964,0.9945,128.553,120.6565,118.803,36.4798,31.1817,28.1015,-0.4365,0.0932,-0.0289,2.632,2.3267,2.8283,-25466613760.0,-21805602816,-20795639808,64.2773,60.3334,59.4063
2146.249,812.8783,462.5508,0.8223,607.4139,0.979,295999,0.6439,1.7574,0.7905,0.7472,0.0028,0.0016,0.5584,0.9813,37.7159,46.2922,49.4502,17.4615,19.6015,17.6718,1.5402,2.5033,1.4779,8.1316,13.1004,7.786,-3925847040.0,-6004471808,-6527827456,18.8592,23.1482,24.7271
1497.799,560.4558,353.3676,0.7762,442.4513,0.9892,155433,0.7751,1.586,0.8612,0.7894,0.0036,0.0023,0.6232,0.9885,123.3951,122.2981,110.3003,32.8187,29.3027,28.7117,-0.2915,0.0755,-0.0208,2.6873,2.3885,2.3633,-24623306752.0,-23769907200,-19163858944,61.6948,61.1454,55.1508
2205.3831,851.6366,461.404,0.8405,624.9907,0.9737,315074,0.6432,1.8458,0.7926,0.7339,0.0028,0.0015,0.5386,0.9941,51.6704,55.5419,62.8737,29.0992,25.0072,22.4039,2.0033,1.9359,0.5409,9.1156,8.5649,3.6387,-9414394880.0,-9796934656,-11791587328,25.838,27.7763,31.4409
2288.917,784.1191,626.8956,0.6007,698.7792,0.9907,387106,0.7753,1.2508,0.9199,0.8912,0.002,0.0016,0.7942,0.9934,79.753,82.0603,78.3742,22.469,21.4977,29.5617,0.7062,1.6066,1.4604,4.8731,7.3418,5.8937,-23654332416.0,-24897929216,-24566759424,39.8759,41.0298,39.1862
1440.998,536.7607,346.9765,0.763,431.1782,0.9883,147745,0.7445,1.547,0.8837,0.8033,0.0037,0.0024,0.6453,0.9982,120.0754,115.3086,118.904,33.3115,28.6767,28.2241,-0.2223,0.274,0.2238,2.5621,2.6921,2.9658,-22185627648.0,-19937153024,-21190301696,60.0381,57.6532,59.4519
2586.47,1001.9357,534.8173,0.8456,729.0928,0.9761,427713,0.6757,1.8734,0.7842,0.7277,0.0024,0.0013,0.5295,0.992,59.1925,70.2497,78.5158,17.492,17.9825,19.6634,1.0478,1.8092,0.3943,6.1418,10.1431,3.3054,-13382586368.0,-19105130496,-24358719488,29.5977,35.1261,39.2592
2555.075,982.9867,518.2283,0.8497,710.8224,0.9768,406243,0.6292,1.8968,0.7639,0.7231,0.0025,0.0013,0.5229,0.9919,49.1532,56.9918,71.2011,19.4278,21.0273,23.0686,1.013,1.7441,0.1064,7.4948,10.0703,3.1434,-9105398784.0,-12418007040,-19591616512,24.5774,28.4968,35.6014
2557.634,930.2054,506.424,0.8388,683.8639,0.9774,375786,0.7573,1.8368,0.7056,0.7352,0.0025,0.0014,0.5405,0.9928,47.708,52.9042,63.984,20.6554,22.2068,20.3663,2.0615,2.3611,0.7345,11.106,11.4399,4.4714,-8204538880.0,-10223009792,-14246360064,23.8525,26.4504,31.9898
1320.2679,492.9375,324.2897,0.7531,399.5387,0.9935,126194,0.7258,1.5201,0.9038,0.8105,0.0039,0.0026,0.657,0.9986,129.5031,125.5865,108.7054,37.1497,34.5642,31.675,-0.5059,-0.0671,-0.0164,2.5959,2.1386,2.1907,-22630578176.0,-21004429312,-15445172224,64.7484,62.7905,54.3519
2263.426,922.5724,431.2169,0.884,627.1058,0.9867,313031,0.5709,2.1395,0.7576,0.6797,0.003,0.0014,0.462,0.9885,67.5435,62.2918,69.5624,19.6869,20.6275,18.3155,0.4583,1.7042,0.5497,4.1546,9.0695,4.4858,-13244678144.0,-11418725376,-13876035584,33.7719,31.1477,34.7819
1031.912,368.2993,273.6987,0.6691,317.2793,0.9911,79772,0.7706,1.3456,0.933,0.8615,0.0047,0.0035,0.7421,0.9986,124.2196,120.6049,115.2032,29.5704,22.8102,27.2444,-0.9161,-0.2633,-0.0741,3.3129,2.6799,2.3059,-12626919424.0,-11538566144,-10692658176,62.1074,60.3029,57.5994
2331.863,908.0755,499.5217,0.8351,666.4061,0.9678,360411,0.6261,1.8179,0.8061,0.7339,0.0026,0.0014,0.5386,0.979,66.8332,68.3227,75.7938,30.4461,25.7216,21.9936,1.1691,1.1495,0.0865,4.9365,5.3173,3.416,-16854707200.0,-16442027008,-19305512960,33.4147,34.161,37.8955
2328.2771,761.6957,647.8665,0.5259,699.9044,0.9845,390794,0.6962,1.1757,0.8919,0.9189,0.002,0.0017,0.8443,0.9927,116.625,105.1043,103.5484,32.4617,29.5011,31.05,0.0558,0.2026,-0.0059,2.6419,2.6289,2.4036,-54872211456.0,-43692118016,-42823524352,58.3126,52.5543,51.7752
2419.293,828.3665,595.388,0.6953,695.4606,0.975,389600,0.7901,1.3913,0.8156,0.8396,0.0022,0.0016,0.7049,0.9807,110.4071,103.8471,112.8419,26.9655,26.1139,26.5996,0.011,0.2792,-0.1794,2.5717,2.8729,3.2546,-46985891840.0,-41227915264,-49049518080,55.2026,51.9236,56.4213
2664.823,855.4633,551.5447,0.7644,682.5752,0.9466,386566,0.6695,1.551,0.6475,0.7979,0.0023,0.0015,0.6366,0.9875,93.6238,78.2098,73.1009,23.8141,23.7356,24.1884,-0.3319,0.5663,0.5611,3.4109,3.5805,3.991,-31605219328.0,-21945366528,-19277905920,46.8086,39.1046,36.5502
1550.98,570.1261,377.9843,0.7486,463.9135,0.9896,170811,0.7589,1.5083,0.883,0.8137,0.0034,0.0022,0.6621,0.9987,115.4393,108.9392,114.5476,32.2416,26.7258,24.4651,-0.2126,0.2409,-0.3091,2.5468,2.8966,2.8927,-23575756800.0,-20315744256,-22285780992,57.7269,54.4736,57.2819
1586.569,589.5577,367.1072,0.7825,464.2564,0.984,172030,0.8013,1.606,0.8451,0.7875,0.0035,0.0022,0.6201,0.9959,92.7203,88.0182,94.1285,33.1262,32.0901,30.2597,-0.0145,0.2911,0.3809,2.2515,2.5533,2.9864,-15413698560.0,-13831546880,-15511823360,46.3573,44.0072,47.0639
1773.175,662.9202,436.9543,0.752,537.1204,0.9919,228431,0.8083,1.5171,0.9056,0.8102,0.0029,0.0019,0.6565,0.996,86.9641,80.9514,90.42,23.8971,19.1627,21.7081,-0.2492,0.2914,0.0497,2.4317,3.4604,2.5807,-16837611520.0,-14030576640,-17969643520,43.4915,40.4844,45.2207
2482.9741,880.809,647.2557,0.6782,753.056,0.9897,450019,0.7901,1.3608,0.9078,0.855,0.002,0.0015,0.731,0.9947,122.3809,115.193,112.3489,38.0114,35.9918,35.7982,-0.4208,-0.1767,-0.3684,2.1858,2.0894,2.2953,-72167956480.0,-63271403520,-60120936448,61.1908,57.5982,56.1762
2207.376,786.9467,477.844,0.7945,608.8962,0.9722,299524,0.647,1.6469,0.751,0.7737,0.0027,0.0016,0.5987,0.986,63.9656,69.8309,88.5798,23.6015,24.1199,23.8197,1.0042,1.1128,0.0702,6.6875,6.25,3.669,-11766775808.0,-14033383424,-22461726720,31.979,34.9147,44.2876
